Dates,States,Daily Confirmed,Daily Recovered,Daily Deceased,Daily Tested,Daily Vaccinated
2021-09-12,JK,105,119,2,52282,40245
2021-09-13,JK,86,124,0,45319,63295
2021-09-14,JK,150,72,0,49481,49271
2021-09-15,JK,156,131,1,56293,45008
2021-09-16,JK,170,98,0,57278,60571
2021-09-17,JK,155,135,1,57035,62697
2021-09-18,JK,152,113,0,56169,46942
2021-09-19,JK,168,154,0,54342,35027
2021-09-20,JK,128,159,1,46062,45307
2021-09-21,JK,145,154,2,47181,51087
2021-09-22,JK,204,118,0,51834,63157
2021-09-23,JK,172,91,0,53785,76761
2021-09-24,JK,148,159,1,52149,77366
2021-09-25,JK,143,184,1,49771,73518
2021-09-26,JK,127,175,1,50881,56216
2021-09-27,JK,117,118,0,42877,72735
2021-09-28,JK,95,188,0,45713,70863
2021-09-29,JK,100,132,0,46333,62079
2021-09-30,JK,110,153,0,52532,85513
2021-10-01,JK,133,138,1,50979,84906
2021-10-02,JK,124,168,1,49801,107197
2021-10-03,JK,102,195,0,48082,97408
2021-10-04,JK,100,144,0,41702,116791
2021-10-05,JK,102,185,0,47085,117603
2021-10-06,JK,127,134,2,47470,128475
2021-10-07,JK,134,109,0,51914,136743
2021-10-08,JK,100,91,0,55581,135146
2021-10-09,JK,82,81,0,50680,96893
2021-10-10,JK,99,108,0,52609,110749
2021-10-11,JK,53,95,0,44136,90907
2021-10-12,JK,80,136,0,48310,82133
2021-10-13,JK,75,122,0,49726,61809
2021-10-14,JK,93,104,0,48689,31517
2021-10-15,JK,51,91,0,46059,27895
2021-10-16,JK,82,122,0,44406,24158
2021-10-17,JK,95,107,0,44174,14647
2021-10-18,JK,75,100,2,38479,18663
2021-10-19,JK,84,97,0,38462,15483
2021-10-20,JK,78,80,1,36807,12247
2021-10-21,JK,87,73,0,43598,11413
2021-10-22,JK,108,52,0,43430,6973
2021-10-23,JK,72,80,0,37495,5192
2021-10-24,JK,72,68,0,33688,3296
2021-10-25,JK,60,90,1,27553,6196
2021-10-26,JK,97,77,1,34999,5340
2021-10-27,JK,70,86,0,34994,5890
2021-10-28,JK,98,72,1,39467,5962
2021-10-29,JK,90,81,0,39678,4307
2021-10-30,JK,101,87,0,39002,4104
2021-10-31,JK,95,79,0,38915,1584
2020-03-09,KA,1,0,0,0,0
2020-03-10,KA,3,0,0,0,0
2020-03-11,KA,0,0,0,0,0
2020-03-12,KA,1,0,0,0,0
2020-03-13,KA,1,0,1,0,0
2020-03-14,KA,0,0,0,0,0
2020-03-15,KA,0,0,0,0,0
2020-03-16,KA,1,0,0,0,0
2020-03-17,KA,4,0,0,0,0
2020-03-18,KA,3,0,0,0,0
2020-03-19,KA,1,0,0,0,0
2020-03-20,KA,0,1,0,0,0
2020-03-21,KA,5,0,0,0,0
2020-03-22,KA,6,0,0,0,0
2020-03-23,KA,7,0,0,0,0
2020-03-24,KA,8,2,0,0,0
2020-03-25,KA,10,0,0,0,0
2020-03-26,KA,4,0,1,0,0
2020-03-27,KA,9,2,1,0,0
2020-03-28,KA,12,0,0,0,0
2020-03-29,KA,7,0,0,0,0
2020-03-30,KA,5,1,0,0,0
2020-03-31,KA,13,2,0,0,0
2020-04-01,KA,9,1,0,0,0
2020-04-02,KA,14,2,0,0,0
2020-04-03,KA,4,0,1,4587,0
2020-04-04,KA,16,0,0,0,0
2020-04-05,KA,7,1,0,0,0
2020-04-06,KA,12,8,0,0,0
2020-04-07,KA,12,5,0,1993,0
2020-04-08,KA,6,3,1,387,0
2020-04-09,KA,16,2,1,646,0
2020-04-10,KA,10,4,0,362,0
2020-04-11,KA,8,5,0,585,0
2020-04-12,KA,17,15,0,691,0
2020-04-13,KA,15,6,2,766,0
2020-04-14,KA,13,11,2,1090,0
2020-04-15,KA,19,9,2,1376,0
2020-04-16,KA,36,2,1,1241,0
2020-04-17,KA,44,6,0,3870,0
2020-04-18,KA,25,16,1,1592,0
2020-04-19,KA,6,7,2,2181,0
2020-04-20,KA,18,1,0,2093,0
2020-04-21,KA,10,17,1,2773,0
2020-04-22,KA,9,2,0,3279,0
2020-04-23,KA,18,14,0,2610,0
2020-04-24,KA,29,7,1,3836,0
2020-04-25,KA,26,6,0,3125,0
2020-04-26,KA,3,24,1,3881,0
2020-04-27,KA,9,11,1,2721,0
2020-04-28,KA,11,14,0,4827,0
2020-04-29,KA,12,9,1,4892,0
2020-04-30,KA,30,13,1,4752,0
2020-05-01,KA,24,22,0,4742,0
2020-05-02,KA,12,20,3,4832,0
2020-05-03,KA,13,22,0,5168,0
2020-05-04,KA,37,28,2,4295,0
2020-05-05,KA,22,10,2,4613,0
2020-05-06,KA,20,23,0,4971,0
2020-05-07,KA,12,12,1,4758,0
2020-05-08,KA,48,10,0,4546,0
2020-05-09,KA,41,10,0,5017,0
2020-05-10,KA,54,36,1,4213,0
2020-05-11,KA,14,4,0,4284,0
2020-05-12,KA,63,7,0,4938,0
2020-05-13,KA,34,18,2,4645,0
2020-05-14,KA,28,9,2,7195,0
2020-05-15,KA,69,20,1,5351,0
2020-05-16,KA,36,16,0,6300,0
2020-05-17,KA,55,13,1,5374,0
2020-05-18,KA,99,21,0,6265,0
2020-05-19,KA,149,13,3,6936,0
2020-05-20,KA,67,13,1,8182,0
2020-05-21,KA,143,15,0,7516,0
2020-05-22,KA,138,26,0,12229,0
2020-05-23,KA,216,11,1,9670,0
2020-05-24,KA,130,46,0,10117,0
2020-05-25,KA,93,51,1,13581,0
2020-05-26,KA,101,59,0,9020,0
2020-05-27,KA,135,17,3,12694,0
2020-05-28,KA,115,53,0,10470,0
2020-05-29,KA,248,60,0,12411,0
2020-05-30,KA,141,103,1,15728,0
2020-05-31,KA,299,221,2,13358,0
2020-06-01,KA,187,100,1,11241,0
2020-06-02,KA,388,75,0,14812,0
2020-06-03,KA,267,111,1,15197,0
2020-06-04,KA,257,106,4,12268,0
2020-06-05,KA,515,83,0,13627,0
2020-06-06,KA,378,280,2,11862,0
2020-06-07,KA,239,159,2,11860,0
2020-06-08,KA,308,309,3,8779,0
2020-06-09,KA,161,164,2,7036,0
2020-06-10,KA,120,257,3,8249,0
2020-06-11,KA,204,114,3,8000,0
2020-06-12,KA,271,464,7,9835,0
2020-06-13,KA,308,208,3,10177,0
2020-06-14,KA,176,312,5,7451,0
2020-06-15,KA,213,174,2,5362,0
2020-06-16,KA,317,322,7,7936,0
2020-06-17,KA,204,348,8,7531,0
2020-06-18,KA,210,176,12,8709,0
2020-06-19,KA,337,230,9,10553,0
2020-06-20,KA,416,183,9,9833,0
2020-06-21,KA,453,226,5,12872,0
2020-06-22,KA,249,111,5,9204,0
2020-06-23,KA,322,274,8,10569,0
2020-06-24,KA,397,149,14,12709,0
2020-06-25,KA,442,519,6,14078,0
2020-06-26,KA,445,246,10,14733,0
2020-06-27,KA,918,371,11,13577,0
2020-06-28,KA,1267,220,16,13835,0
2020-06-29,KA,1105,176,19,9689,0
2020-06-30,KA,947,235,20,15588,0
2020-07-01,KA,1272,145,7,16670,0
2020-07-02,KA,1502,271,19,16210,0
2020-07-03,KA,1694,471,21,18307,0
2020-07-04,KA,1839,439,42,17592,0
2020-07-05,KA,1925,603,37,16899,0
2020-07-06,KA,1843,680,30,15880,0
2020-07-07,KA,1498,571,15,17742,0
2020-07-08,KA,2062,778,54,19134,0
2020-07-09,KA,2228,957,17,20028,0
2020-07-10,KA,2313,1003,57,19228,0
2020-07-11,KA,2798,880,70,20587,0
2020-07-12,KA,2627,693,71,20050,0
2020-07-13,KA,2738,838,73,17074,0
2020-07-14,KA,2496,1141,82,23674,0
2020-07-15,KA,3176,1076,87,22204,0
2020-07-16,KA,4169,1263,104,23451,0
2020-07-17,KA,3693,1028,115,27940,0
2020-07-18,KA,4537,1018,93,29284,0
2020-07-19,KA,4120,1290,91,16829,0
2020-07-20,KA,3648,730,72,25890,0
2020-07-21,KA,3649,1664,61,26556,0
2020-07-22,KA,4764,1780,55,27773,0
2020-07-23,KA,5030,2071,97,30748,0
2020-07-24,KA,5007,2037,110,0,0
2020-07-25,KA,5072,2403,72,32765,0
2020-07-26,KA,5199,2088,82,33565,0
2020-07-27,KA,5324,1847,75,28224,0
2020-07-28,KA,5536,2819,102,37720,0
2020-07-29,KA,5503,2397,90,32990,0
2020-07-30,KA,6128,3793,83,38095,0
2020-07-31,KA,5483,3094,84,36936,0
2020-08-01,KA,5172,3860,98,34760,0
2020-08-02,KA,5532,4077,84,33017,0
2020-08-03,KA,4752,4775,98,27989,0
2020-08-04,KA,6259,6772,110,42458,0
2020-08-05,KA,5619,5407,100,43638,0
2020-08-06,KA,6805,5602,93,48421,0
2020-08-07,KA,6670,3951,100,43553,0
2020-08-08,KA,7178,5006,93,43883,0
2020-08-09,KA,5985,4670,107,37936,0
2020-08-10,KA,4267,5218,114,22620,0
2020-08-11,KA,6257,6473,86,43924,0
2020-08-12,KA,7883,7034,113,53326,0
2020-08-13,KA,6706,8609,103,55999,0
2020-08-14,KA,7908,6940,104,56638,0
2020-08-15,KA,8818,6629,114,54806,0
2020-08-16,KA,7040,6680,116,43626,0
2020-08-17,KA,6317,7071,115,37700,0
2020-08-18,KA,7665,8387,139,59088,0
2020-08-19,KA,8642,7201,126,63085,0
2020-08-20,KA,7385,6231,102,59603,0
2020-08-21,KA,7571,6561,93,57623,0
2020-08-22,KA,7330,7626,93,58618,0
2020-08-23,KA,5938,4996,68,40848,0
2020-08-24,KA,5851,8061,127,39817,0
2020-08-25,KA,8161,6814,148,59787,0
2020-08-26,KA,8580,7249,133,67066,0
2020-08-27,KA,9386,7866,141,68187,0
2020-08-28,KA,8960,7464,136,64226,0
2020-08-29,KA,8324,8110,115,72684,0
2020-08-30,KA,8852,7101,106,66957,0
2020-08-31,KA,6495,7238,113,43132,0
2020-09-01,KA,9058,5159,135,83670,0
2020-09-02,KA,9860,6287,113,73317,0
2020-09-03,KA,8865,7122,104,71124,0
2020-09-04,KA,9280,6161,116,73192,0
2020-09-05,KA,9746,9102,128,76761,0
2020-09-06,KA,9319,9575,95,74384,0
2020-09-07,KA,5773,7897,141,45421,0
2020-09-08,KA,7866,7803,146,67443,0
2020-09-09,KA,9540,6860,128,70322,0
2020-09-10,KA,9217,7021,129,54709,0
2020-09-11,KA,9464,12545,130,64669,0
2020-09-12,KA,9140,9557,94,63583,0
2020-09-13,KA,9894,8402,104,86574,0
2020-09-14,KA,8244,8865,119,45961,0
2020-09-15,KA,7576,7406,97,68365,0
2020-09-16,KA,9725,6580,55,70981,0
2020-09-17,KA,9366,7268,93,72030,0
2020-09-18,KA,8626,10949,179,57470,0
2020-09-19,KA,8364,10815,114,63784,0
2020-09-20,KA,8191,8611,101,60477,0
2020-09-21,KA,7339,9925,122,42691,0
2020-09-22,KA,6974,9073,83,55707,0
2020-09-23,KA,6997,5460,38,56398,0
2020-09-24,KA,7710,6748,65,64164,0
2020-09-25,KA,8655,5644,86,59919,0
2020-09-26,KA,8811,5417,86,67857,0
2020-09-27,KA,9543,6522,79,73080,0
2020-09-28,KA,6892,7509,59,58862,0
2020-09-29,KA,10453,6628,136,87475,0
2020-09-30,KA,8856,8890,87,94886,0
2020-10-01,KA,10070,7144,130,96588,0
2020-10-02,KA,8793,7094,125,92059,0
2020-10-03,KA,9886,8989,100,84922,0
2020-10-04,KA,10145,7287,67,85508,0
2020-10-05,KA,7051,7064,84,67303,0
2020-10-06,KA,9993,10228,91,92491,0
2020-10-07,KA,10947,9832,113,104348,0
2020-10-08,KA,10704,9613,101,105248,0
2020-10-09,KA,10913,9091,114,109980,0
2020-10-10,KA,10517,8337,102,112770,0
2020-10-11,KA,9523,10107,75,99923,0
2020-10-12,KA,7606,12030,70,78757,0
2020-10-13,KA,8191,10421,87,106241,0
2020-10-14,KA,9265,8662,75,113771,0
2020-10-15,KA,8477,8841,85,104817,0
2020-10-16,KA,7542,8580,73,105885,0
2020-10-17,KA,7184,8893,71,101016,0
2020-10-18,KA,7012,8344,51,105067,0
2020-10-19,KA,5018,8004,64,78581,0
2020-10-20,KA,6297,8500,66,98236,0
2020-10-21,KA,5872,9289,88,108241,0
2020-10-22,KA,5778,13217,74,107354,0
2020-10-23,KA,5356,8749,51,108356,0
2020-10-24,KA,4471,7153,52,112545,0
2020-10-25,KA,4439,10106,32,100511,0
2020-10-26,KA,3130,8715,42,65892,0
2020-10-27,KA,3691,7740,44,66701,0
2020-10-28,KA,3146,6260,55,86154,0
2020-10-29,KA,4025,7661,45,100683,0
2020-10-30,KA,3589,8521,49,103281,0
2020-10-31,KA,3014,7468,28,101556,0
2020-11-01,KA,3652,8053,24,106773,0
2020-11-02,KA,2576,8334,29,78496,0
2020-11-03,KA,2756,7140,26,94539,0
2020-11-04,KA,3377,8045,34,102503,0
2020-11-05,KA,3156,5723,31,116337,0
2020-11-06,KA,2960,2701,35,110137,0
2020-11-07,KA,2258,2235,22,106317,0
2020-11-08,KA,2740,2360,22,117256,0
2020-11-09,KA,1963,2686,19,84965,0
2020-11-10,KA,2362,4215,20,109508,0
2020-11-11,KA,2584,2881,23,110518,0
2020-11-12,KA,2116,3368,21,115386,0
2020-11-13,KA,2016,3443,17,117999,0
2020-11-14,KA,2154,2198,17,115872,0
2020-11-15,KA,1565,2363,21,99606,0
2020-11-16,KA,1157,2188,12,76545,0
2020-11-17,KA,1336,2100,16,75384,0
2020-11-18,KA,1791,1947,21,97042,0
2020-11-19,KA,1849,1800,26,118474,0
2020-11-20,KA,1781,2181,17,121612,0
2020-11-21,KA,1781,1799,20,125337,0
2020-11-22,KA,1704,1537,13,126904,0
2020-11-23,KA,1509,1645,24,96095,0
2020-11-24,KA,1870,1949,17,118232,0
2020-11-25,KA,1630,1333,19,122454,0
2020-11-26,KA,1505,1067,12,120398,0
2020-11-27,KA,1526,1451,12,113591,0
2020-11-28,KA,1522,2132,12,110724,0
2020-11-29,KA,1291,1530,15,105428,0
2020-11-30,KA,998,2209,13,81333,0
2020-12-01,KA,1330,886,14,95607,0
2020-12-02,KA,1440,983,16,105918,0
2020-12-03,KA,1446,894,13,108685,0
2020-12-04,KA,1247,877,13,98049,0
2020-12-05,KA,1325,1400,12,104032,0
2020-12-06,KA,1321,889,10,99320,0
2020-12-07,KA,998,1601,11,76471,0
2020-12-08,KA,1280,1019,13,88698,0
2020-12-09,KA,1279,3218,20,101058,0
2020-12-10,KA,1238,5076,12,84270,0
2020-12-11,KA,1210,1807,16,100846,0
2020-12-12,KA,1203,1531,11,102229,0
2020-12-13,KA,1196,2036,5,88542,0
2020-12-14,KA,830,2164,10,64855,0
2020-12-15,KA,1185,1594,11,89530,0
2020-12-16,KA,1240,1403,6,101750,0
2020-12-17,KA,1236,1497,10,106356,0
2020-12-18,KA,1222,1039,8,104541,0
2020-12-19,KA,1152,2147,15,115150,0
2020-12-20,KA,1194,1062,5,110228,0
2020-12-21,KA,772,1261,7,73651,0
2020-12-22,KA,1141,1136,13,95708,0
2020-12-23,KA,958,1206,9,99943,0
2020-12-24,KA,1143,1268,1,98724,0
2020-12-25,KA,1005,1102,5,98568,0
2020-12-26,KA,857,964,7,95552,0
2020-12-27,KA,911,1214,11,94795,0
2020-12-28,KA,653,1178,8,67742,0
2020-12-29,KA,662,1344,4,86399,0
2020-12-30,KA,973,1217,7,103857,0
2020-12-31,KA,952,1282,9,115451,0
2021-01-01,KA,877,1084,6,117907,0
2021-01-02,KA,755,976,3,114123,0
2021-01-03,KA,810,743,8,121897,0
2021-01-04,KA,600,1283,3,99166,0
2021-01-05,KA,815,1377,8,123067,0
2021-01-06,KA,784,1238,6,134173,0
2021-01-07,KA,761,812,7,129763,0
2021-01-08,KA,970,657,3,132517,0
2021-01-09,KA,899,872,4,124266,0
2021-01-10,KA,792,593,2,113206,0
2021-01-11,KA,496,797,4,86903,0
2021-01-12,KA,751,1181,5,110213,0
2021-01-13,KA,746,765,3,113515,0
2021-01-14,KA,408,564,3,106255,0
2021-01-15,KA,708,643,3,84849,0
2021-01-16,KA,584,676,4,95016,13594
2021-01-17,KA,745,855,4,98479,0
2021-01-18,KA,435,973,9,69265,52798
2021-01-19,KA,645,807,6,80925,14294
2021-01-20,KA,501,665,4,84090,40780
2021-01-21,KA,674,815,2,88855,17341
2021-01-22,KA,324,890,3,92581,45892
2021-01-23,KA,902,542,3,86410,4272
2021-01-24,KA,573,401,4,81114,2478
2021-01-25,KA,375,1036,3,59427,39723
2021-01-26,KA,529,738,4,65563,435
2021-01-27,KA,428,760,3,58695,36204
2021-01-28,KA,550,644,2,66061,18278
2021-01-29,KA,468,607,2,68532,21802
2021-01-30,KA,464,547,2,73488,7479
2021-01-31,KA,522,465,4,75451,0
2021-02-01,KA,388,470,3,53316,858
2021-02-02,KA,395,412,3,60151,140
2021-02-03,KA,426,433,2,70766,270
2021-02-04,KA,474,470,2,75842,13474
2021-02-05,KA,430,470,3,74119,30480
2021-02-06,KA,531,434,3,74591,25594
2021-02-07,KA,487,493,3,74230,2583
2021-02-08,KA,328,350,3,48289,26634
2021-02-09,KA,366,513,2,60485,26289
2021-02-10,KA,415,322,3,66199,22793
2021-02-11,KA,430,340,7,68194,12520
2021-02-12,KA,380,405,8,68993,14547
2021-02-13,KA,419,430,4,66050,4607
2021-02-14,KA,414,486,2,60876,75
2021-02-15,KA,368,430,2,42245,4257
2021-02-16,KA,438,344,6,47028,4666
2021-02-17,KA,378,537,3,54624,5539
2021-02-18,KA,406,306,6,59635,8462
2021-02-19,KA,386,291,5,61440,10810
2021-02-20,KA,490,389,5,58390,10900
2021-02-21,KA,413,353,2,55234,464
2021-02-22,KA,317,287,5,45868,12556
2021-02-23,KA,383,378,4,50827,15528
2021-02-24,KA,334,313,6,63042,17129
2021-02-25,KA,453,947,7,68166,9729
2021-02-26,KA,571,642,4,76799,8680
2021-02-27,KA,523,380,6,73432,0
2021-02-28,KA,521,350,5,84014,0
2021-03-01,KA,349,324,5,60127,3886
2021-03-02,KA,437,309,7,64247,10780
2021-03-03,KA,528,413,3,68339,18270
2021-03-04,KA,571,496,4,78618,18737
2021-03-05,KA,677,427,4,78807,24718
2021-03-06,KA,580,355,5,82229,22546
2021-03-07,KA,622,351,3,75960,358
2021-03-08,KA,436,478,5,56445,56275
2021-03-09,KA,590,366,6,66426,46140
2021-03-10,KA,760,331,6,70133,75663
2021-03-11,KA,783,406,2,73101,17155
2021-03-12,KA,833,545,5,73632,100352
2021-03-13,KA,921,992,1,72650,51169
2021-03-14,KA,934,609,3,73108,15362
2021-03-15,KA,932,429,7,62358,173454
2021-03-16,KA,1135,561,6,68469,107259
2021-03-17,KA,1275,479,4,86648,237988
2021-03-18,KA,1488,341,8,93370,91919
2021-03-19,KA,1587,869,10,91884,246180
2021-03-20,KA,1798,1030,7,94043,186260
2021-03-21,KA,1715,1048,2,101840,20281
2021-03-22,KA,1445,661,10,78178,217897
2021-03-23,KA,2010,677,5,98733,108511
2021-03-24,KA,2298,995,12,108013,175013
2021-03-25,KA,2523,1192,10,108396,90046
2021-03-26,KA,2566,1207,13,112271,154348
2021-03-27,KA,2886,1179,8,107416,110080
2021-03-28,KA,3082,1285,12,106328,15237
2021-03-29,KA,2792,1964,16,87197,129963
2021-03-30,KA,2975,1262,21,106917,111312
2021-03-31,KA,4225,1492,26,108568,132655
2021-04-01,KA,4234,1599,18,115732,130968
2021-04-02,KA,4991,1631,6,118933,317519
2021-04-03,KA,4373,1959,19,123830,184119
2021-04-04,KA,4553,2060,15,119881,115993
2021-04-05,KA,5279,1856,32,97829,207363
2021-04-06,KA,6150,3487,39,102021,165513
2021-04-07,KA,6976,2794,35,125390,221139
2021-04-08,KA,6570,2393,36,108757,219446
2021-04-09,KA,7955,3220,46,135163,305383
2021-04-10,KA,6955,3350,36,98790,260466
2021-04-11,KA,10250,2638,40,132706,133789
2021-04-12,KA,9579,2767,52,116165,177705
2021-04-13,KA,8778,6079,67,121899,34032
2021-04-14,KA,11265,4364,38,113242,87029
2021-04-15,KA,14738,3591,66,129400,126333
2021-04-16,KA,14859,4027,78,133737,165113
2021-04-17,KA,17489,5564,80,143308,223070
2021-04-18,KA,19067,4603,81,145645,82831
2021-04-19,KA,15785,7098,146,123212,178693
2021-04-20,KA,21794,4571,149,147488,160402
2021-04-21,KA,23558,6412,116,152281,133447
2021-04-22,KA,25795,5624,123,162534,154621
2021-04-23,KA,26962,8697,190,177466,174765
2021-04-24,KA,29438,9058,208,189613,104577
2021-04-25,KA,34804,6982,143,176614,56165
2021-04-26,KA,29744,10663,201,166407,136899
2021-04-27,KA,31830,10793,180,170116,118861
2021-04-28,KA,39047,11833,229,171997,113801
2021-04-29,KA,35024,14142,270,175816,75979
2021-04-30,KA,48296,14884,217,189793,150810
2021-05-01,KA,40990,18341,271,177982,90727
2021-05-02,KA,37733,21148,217,158365,22307
2021-05-03,KA,44438,20901,239,149090,40475
2021-05-04,KA,44631,24714,288,153707,29789
2021-05-05,KA,50112,26841,346,155224,72835
2021-05-06,KA,49058,18943,328,164441,59248
2021-05-07,KA,48781,28623,592,158902,36933
2021-05-08,KA,47563,34881,482,157027,25730
2021-05-09,KA,47930,31796,490,146491,7621
2021-05-10,KA,39305,32188,596,124110,23661
2021-05-11,KA,39510,22584,480,116238,49731
2021-05-12,KA,39998,34752,516,134792,49094
2021-05-13,KA,35297,34057,344,127668,44921
2021-05-14,KA,41779,35879,373,127105,14402
2021-05-15,KA,41664,34425,349,118345,18652
2021-05-16,KA,31531,36475,403,113219,13492
2021-05-17,KA,38603,34635,476,97236,67952
2021-05-18,KA,30309,58395,525,93247,69405
2021-05-19,KA,34281,49951,468,129538,68206
2021-05-20,KA,28869,52257,548,120711,330705
2021-05-21,KA,32218,52581,353,133013,73803
2021-05-22,KA,31183,61766,451,128761,96830
2021-05-23,KA,25979,35573,624,125117,70161
2021-05-24,KA,25311,57333,529,108723,143328
2021-05-25,KA,22758,38224,588,107675,136446
2021-05-26,KA,26811,40738,530,137584,190454
2021-05-27,KA,24214,31459,476,137643,213377
2021-05-28,KA,22823,52252,401,140783,238867
2021-05-29,KA,20628,42443,492,136094,230827
2021-05-30,KA,20378,28053,381,138809,81450
2021-05-31,KA,16604,44473,411,122329,220985
2021-06-01,KA,14304,29271,464,116224,201550
2021-06-02,KA,16387,21199,463,145923,225499
2021-06-03,KA,18324,24036,514,150168,241208
2021-06-04,KA,16068,22316,364,150610,297568
2021-06-05,KA,13800,25346,365,142291,300250
2021-06-06,KA,12209,25659,320,158274,124353
2021-06-07,KA,11958,27299,340,131553,272675
2021-06-08,KA,9808,23449,179,130224,228475
2021-06-09,KA,10959,20246,192,163962,229661
2021-06-10,KA,11042,15721,194,167731,229959
2021-06-11,KA,8249,14973,159,169695,295880
2021-06-12,KA,9785,21614,144,148027,275784
2021-06-13,KA,7810,18646,125,129617,96894
2021-06-14,KA,6835,15409,120,149742,258614
2021-06-15,KA,5041,14785,115,132600,180391
2021-06-16,KA,7345,17913,148,168712,171545
2021-06-17,KA,5983,10685,138,158442,168992
2021-06-18,KA,5783,15290,168,142498,189527
2021-06-19,KA,5815,11832,161,171765,267724
2021-06-20,KA,4517,8456,120,174521,76978
2021-06-21,KA,4867,8404,142,149731,1042001
2021-06-22,KA,3709,8111,139,129099,392760
2021-06-23,KA,4436,6455,123,170654,407782
2021-06-24,KA,3979,9768,138,161287,356518
2021-06-25,KA,3310,6524,114,158072,408848
2021-06-26,KA,4272,6126,115,165010,224000
2021-06-27,KA,3604,7699,89,164636,107250
2021-06-28,KA,2576,5933,93,133917,367864
2021-06-29,KA,3222,14724,93,126670,223082
2021-06-30,KA,3382,12763,111,171112,185621
2021-07-01,KA,3203,14302,94,156078,151805
2021-07-02,KA,2984,14337,88,155101,168647
2021-07-03,KA,2082,7751,86,154655,308772
2021-07-04,KA,1564,4775,59,153083,101782
2021-07-05,KA,2848,5631,67,146575,262323
2021-07-06,KA,3104,4992,92,116912,203771
2021-07-07,KA,2743,3081,75,166631,184782
2021-07-08,KA,2530,3342,62,157552,139777
2021-07-09,KA,2290,3045,68,153740,214475
2021-07-10,KA,2162,2879,48,145666,144934
2021-07-11,KA,1978,2326,56,158898,66857
2021-07-12,KA,1386,3204,61,109399,166397
2021-07-13,KA,1913,2489,48,124594,277483
2021-07-14,KA,1990,2537,45,124494,166728
2021-07-15,KA,1977,3188,48,138274,78237
2021-07-16,KA,1806,2748,42,152908,131944
2021-07-17,KA,1869,3144,42,142856,209535
2021-07-18,KA,1708,2463,36,156564,67351
2021-07-19,KA,1291,3015,40,135974,169686
2021-07-20,KA,1464,2706,29,113456,116504
2021-07-21,KA,1639,2214,36,152714,94617
2021-07-22,KA,1653,2572,31,140343,171326
2021-07-23,KA,1705,2243,30,125426,185319
2021-07-24,KA,1857,2050,29,153415,129954
2021-07-25,KA,1001,1465,22,146988,56016
2021-07-26,KA,1606,1937,31,114072,131832
2021-07-27,KA,1501,2039,32,102494,171038
2021-07-28,KA,1531,1430,19,148319,107174
2021-07-29,KA,2052,1332,35,148861,78482
2021-07-30,KA,1890,1631,34,145197,193350
2021-07-31,KA,1987,1632,37,138532,371989
2021-08-01,KA,1875,1502,25,155048,91881
2021-08-02,KA,1285,1383,25,133030,510237
2021-08-03,KA,1674,1376,38,121021,196268
2021-08-04,KA,1769,1714,30,169411,167123
2021-08-05,KA,1785,1651,25,161662,101739
2021-08-06,KA,1805,1854,36,162338,126925
2021-08-07,KA,1610,1640,32,147869,282724
2021-08-08,KA,1598,1914,20,146446,118945
2021-08-09,KA,1186,1776,24,132192,268899
2021-08-10,KA,1338,1947,31,126400,139970
2021-08-11,KA,1826,1618,33,167237,187873
2021-08-12,KA,1857,1950,30,161275,77693
2021-08-13,KA,1669,1672,22,169332,133721
2021-08-14,KA,1632,1612,25,155989,263079
2021-08-15,KA,1431,1611,21,152767,108333
2021-08-16,KA,1065,1486,28,113580,323592
2021-08-17,KA,1298,1833,32,128269,258160
2021-08-18,KA,1365,1558,22,179016,216526
2021-08-19,KA,1432,1538,27,176977,182891
2021-08-20,KA,1453,1408,17,173000,140037
2021-08-21,KA,1350,1648,18,157509,294482
2021-08-22,KA,1189,1456,22,125158,129040
2021-08-23,KA,1151,1442,10,106364,385256
2021-08-24,KA,1259,1701,29,190915,240408
2021-08-25,KA,1224,1668,22,195966,351597
2021-08-26,KA,1213,1206,25,187187,299785
2021-08-27,KA,1301,1614,17,186900,774805
2021-08-28,KA,1229,1289,13,183642,0
2021-08-29,KA,1262,1384,17,178664,677528
2021-08-30,KA,973,1324,15,151219,536597
2021-08-31,KA,1217,1198,25,128657,472475
2021-09-01,KA,1159,1112,21,175319,912745
2021-09-02,KA,1240,1252,22,165386,264194
2021-09-03,KA,1220,1175,19,179227,210666
2021-09-04,KA,983,1620,21,159248,194827
2021-09-05,KA,1117,1354,8,156902,112682
2021-09-06,KA,973,1071,17,139090,417170
2021-09-07,KA,851,790,15,118791,269633
2021-09-08,KA,1102,1458,17,169621,467440
2021-09-09,KA,1074,1136,4,169448,127241
2021-09-10,KA,967,921,10,167679,30282
2021-09-11,KA,801,1142,15,119503,134489
2021-09-12,KA,803,802,17,100176,37077
2021-09-13,KA,673,1074,13,119014,168883
2021-09-14,KA,559,1034,12,105645,142309
2021-09-15,KA,1116,970,8,170306,79716
2021-09-16,KA,1108,808,18,166006,30910
2021-09-17,KA,1003,1199,18,148496,1589332
2021-09-18,KA,889,1080,14,138920,133767
2021-09-19,KA,783,1139,16,129874,36445
2021-09-20,KA,677,1678,24,112160,149714
2021-09-21,KA,818,1414,21,101549,136756
2021-09-22,KA,847,946,20,146772,477069
2021-09-23,KA,836,852,15,145085,93711
2021-09-24,KA,789,1050,23,135581,153293
2021-09-25,KA,787,775,11,140832,91608
2021-09-26,KA,775,860,9,140970,15212
2021-09-27,KA,504,893,20,103800,115292
